id,family,kind,rarity,set,name,description,icon
gen_sylvaire,unit,Elf Ranged,Blue,,Sylvaire,An Elf Ranged general whose arrows seek vital points with unerring accuracy.,unit/gen_sylvaire.png
gen_morvath,unit,Undead Special,Purple,,Morvath the Unliving,An Undead Special general whose cursed wisdom amplifies every strike of his legion.,unit/gen_morvath.png
troop_militia,unit,Human Melee,White,,Conscript Militia,Untrained Human foot soldiers — numerous but unremarkable.,unit/troop_militia.png
troop_archers,unit,Elf Ranged,Green,,Wood Archers,Elf Ranged troops who pepper enemies from a distance.,unit/troop_archers.png
troop_pikemen,unit,Human Tank,Green,,Iron Pikemen,Stalwart Human Tank troops who hold the line against any charge.,unit/troop_pikemen.png
troop_acolytes,unit,Undead Special,Blue,,Shadow Acolytes,Undead Special troops channeling dark wisdom into devastating blasts.,unit/troop_acolytes.png
gen_ironward_ii,unit,Human Tank,Blue,,Ironward the Unbroken,Ironward reforged. The shield that deflected a wyrm now turns aside armies.,unit/gen_ironward_ii.png
gen_ashblade_ii,unit,Human Melee,Purple,,"Ashblade, Emberborn",The blade drank the pyre and came back hungrier.,unit/gen_ashblade_ii.png
troop_pikemen_ii,unit,Human Tank,Blue,,Oathsteel Pikemen,Iron pikes re-forged in oathsteel; the line does not break.,unit/troop_pikemen_ii.png
gen_gorruk,unit,Oroc Tank,Blue,,Gorruk Stonejaw,An Oroc line-holder who has never once been moved off a position he agreed to hold. The agreeing is the hard part.,unit/gen_gorruk.png
gen_makh,unit,Oroc Melee,Purple,,Makh the Unhurried,Fights at exactly one speed. Opponents consistently mistake this for an opening.,unit/gen_makh.png
troop_oroc_shieldline,unit,Oroc Tank,Blue,,Oroc Shieldline,"They do not advance. That is not a limitation, it is the entire service being offered.",unit/troop_oroc_shieldline.png
troop_oroc_maulers,unit,Oroc Melee,Purple,,Oroc Maulers,Recruited by the Weir at rates it does not put in writing.,unit/troop_oroc_maulers.png
gen_durn,unit,Dwarf Special,Blue,,Durn Anvilkeep,Reads a construct's commanding sigil the way other people read weather. Wrong twice; he keeps both notes.,unit/gen_durn.png
gen_brannoc,unit,Dwarf Tank,Purple,,Brannoc Deepvein,The Weir's siege-master. Has taken down four Wrought and will discuss none of them.,unit/gen_brannoc.png
troop_dwarf_sappers,unit,Dwarf Special,Blue,,Weir Sappers,They go under the thing. Frontier doctrine has never improved on this.,unit/troop_dwarf_sappers.png
troop_dwarf_hammers,unit,Dwarf Melee,Purple,,Anvilkeep Hammers,"Issued one hammer and one instruction, both heavy.",unit/troop_dwarf_hammers.png
gen_ashen_stag,unit,Beast Special,Purple,,The Ashen Stag,Not tamed. Accompanying. The Heartmarch hunters are precise about the distinction and have been since the first one tried the other word.,unit/gen_ashen_stag.png
troop_mire_brood,unit,Beast Melee,Green,,Mire-Brood Swarm,"Bled for reagent, herded for war. Neither use was the Brood's idea.",unit/troop_mire_brood.png
troop_rime_wolves,unit,Beast Ranged,Blue,,Rimewood Wolves,"They hunt the cold better than anything the Watch has ever fielded, and they know it.",unit/troop_rime_wolves.png
troop_glacier_bears,unit,Beast Tank,Purple,,Glacier-Maw Bears,Taken as cubs from a den nobody has found twice.,unit/troop_glacier_bears.png
gen_sentinel_prime,unit,Construct Tank,Purple,,Sentinel Prime,"Given a new order by someone with no authority to give it. It has not noticed, or it has and does not care, and the Weir has stopped asking which.",unit/gen_sentinel_prime.png
troop_wrought_automata,unit,Construct Melee,Blue,,Salvaged Automata,"Restarted, roughly. They execute the order and nothing else, including stopping.",unit/troop_wrought_automata.png
troop_lamp_walkers,unit,Construct Ranged,Purple,,Lamp-Walkers,Relay-work that kept walking its route after the relay fell. The Watch marches beside them now.,unit/troop_lamp_walkers.png
gen_vaskarr,unit,Demon Special,Purple,,Vaskarr the Bargained,Bound by an agreement the Choir drafted and the Threnody Houses will not read aloud.,unit/gen_vaskarr.png
gen_the_reconsidered,unit,Demon Special,Orange,,The Reconsidered,"An archdevil's aide, sent along on the understanding that he would 'have a look'. He has had a look. He is still here. Nobody has raised it.",unit/gen_the_reconsidered.png
troop_emberpan_imps,unit,Demon Ranged,Blue,,Emberpan Imps,"Malicious, tireless, and extremely literal about instructions.",unit/troop_emberpan_imps.png
troop_slagborn,unit,Demon Melee,Purple,,Slagborn,"What cools where a Manifestation stood, if it cools into legs.",unit/troop_slagborn.png
gen_sister_arveth,unit,Human Healer,Purple,,Sister Arveth of the Lamp,"The lamp is named for her, not the other way round. She would like that corrected and the Watch has declined for two hundred years.",unit/gen_sister_arveth.png
gen_choirmaster,unit,Human Healer,Orange,,The Dawnward Choirmaster,Keeps a company standing by counting time at them. It should not work.,unit/gen_choirmaster.png
troop_field_chirurgeons,unit,Human Healer,Green,,Field Chirurgeons,"Weir-trained, which means fast, unsentimental, and usually right.",unit/troop_field_chirurgeons.png
troop_choir_attendants,unit,Human Healer,Blue,,Choir Attendants,They stand and do not sing. Somebody has to be listening to the listeners.,unit/troop_choir_attendants.png
gen_pano,unit,Human Melee,Orange,,"Pano, the Lost Vanguard","The banner came back. Nobody has ever explained the rest of it, and the Watch has stopped asking in writing.",unit/gen_pano.png
troop_vanguard_oathsworn,unit,Human Melee,Orange,,Vanguard Oathsworn,"They swore to a man who did not come back, and have not considered that a release.",unit/troop_vanguard_oathsworn.png
troop_sable_witnesses,unit,Human Special,Orange,,Sable Vein Witnesses,House scribes who record a fight from inside it. Their accounts are the only ones that agree.,unit/troop_sable_witnesses.png
legion_warband,legion,Legion,White,,Free Warband,An undisciplined but adaptable warband with no unit-type restrictions.,legion/legion_warband.png
legion_vanguard,legion,Legion,Blue,,Dawn Vanguard,"A disciplined vanguard formation with three general and three troop slots, open to any unit.",legion/legion_vanguard.png
legion_ironlegion,legion,Legion,Purple,,The Iron Legion,"A specialist formation demanding Tank, Melee, and Ranged generals alongside Strength troops — its type-locked slots carry higher power bonus.",legion/legion_ironlegion.png
legion_vanguard_ii,legion,Legion,Purple,,Dawn Vanguard II,"The Vanguard rebuilt around a core of oathsteel — the same banner, twice the weight behind it.",legion/legion_vanguard_ii.png
legion_houndsmen,legion,Legion,Blue,,The Houndsmen,"A hunting company, not an army. Built around beasts and the people who can stand near them, it goes where a formation cannot and arrives sooner.",legion/legion_houndsmen.png
legion_warrenguard,legion,Legion,Green,,The Warrenguard,"Iron Weir tunnel work. Short ranks, low ceilings, and a doctrine that assumes the enemy is already inside the line.",legion/legion_warrenguard.png
legion_anvilkeep,legion,Legion,Purple,,The Anvilkeep Siege,"Dwarven engineers and the heaviest thing they could get to the site. It is slow, it is loud, and Wrought do not get back up.",legion/legion_anvilkeep.png
legion_bargained,legion,Legion,Purple,,The Bargained Company,"Demons under written agreement, fielded by people who have read the agreement very carefully. It answers its own kind better than anything else will.",legion/legion_bargained.png
legion_deepwatch,legion,Legion,Orange,,The Deepwatch,"The Last Watch's answer to the things that were here first. Everyone in it has seen one and elected to come back, which is the only entry requirement.",legion/legion_deepwatch.png
legion_sovereigns_climb,legion,Legion,Orange,,The Sovereign's Climb,"A Gauntlet formation, fielded under the founding pact. What it costs to raise is written in the inner registry, which fighters may not read.",legion/legion_sovereigns_climb.png
craft_ironward_ii,recipe,General,Grey,,Ironward the Unbroken,Reforge Ironward around a core of oathsteel. The general is consumed; what walks out is not the same man.,recipe/craft_ironward_ii.png
craft_ashblade_ii,recipe,General,Grey,,"Ashblade, Emberborn","Quench Ashblade in wyrm-fire. Costly, and there is no way back to the blade you had.",recipe/craft_ashblade_ii.png
craft_pikemen_ii,recipe,General,Grey,,Oathsteel Pikemen,Re-forge the pikes. The men are the same; the line no longer bends.,recipe/craft_pikemen_ii.png
craft_vanguard_ii,recipe,General,Grey,,Dawn Vanguard II,"Rebuild the Vanguard around a veteran core — the banner survives, the legion under it does not.",recipe/craft_vanguard_ii.png
craft_oathsteel_helm,recipe,General,Grey,,Oathsteel Helm,"A hundred conscript helms, melted down and made to mean something.",recipe/craft_oathsteel_helm.png
craft_warrens_helm,recipe,General,Grey,,Warrens Lamp-Hood,"A hood, a bracket, and a lamp. The Weir has never improved on it and has stopped trying.",recipe/craft_warrens_helm.png
craft_marchwatch_coat,recipe,General,Grey,,Long Marchwatch Coat,"Cut to the knee and lined against the wind, because most of the job is weather.",recipe/craft_marchwatch_coat.png
craft_gravesalt_batch,recipe,General,Grey,,A Warden's Measure of Gravesalt,The Watch packs it around anything it has to move twice. Six jars is a season.,recipe/craft_gravesalt_batch.png
craft_gravewarden_coat,recipe,General,Grey,,Gravewarden's Coat,"Heavy canvas with iron at the forearms, because the thing you are moving sometimes moves back.",recipe/craft_gravewarden_coat.png
craft_drowned_helm,recipe,General,Grey,,Salvager's Helm,Sealed at the collar with a glass plate. The Vaults are dark before they are deep.,recipe/craft_drowned_helm.png
craft_wrought_visor,recipe,General,Grey,,Breaker's Visor,"Slit-narrow and backed in lead. A Wrought does not aim, which makes it worse, not better.",recipe/craft_wrought_visor.png
craft_choir_stole,recipe,General,Grey,,Resonant Stole,It hums a half-tone under any sung note. The Choir considers this agreement.,recipe/craft_choir_stole.png
craft_wroughtbreaker_gauntlets,recipe,Special,Grey,,Wroughtbreaker Gauntlets,Built to hold a bar against a moving core until the order stops. Most pairs are used once.,recipe/craft_wroughtbreaker_gauntlets.png
craft_deepwatch_gauntlets,recipe,Special,Grey,,Gravewarden's Gauntlets,Iron over leather over iron. Whatever is down there does not get to hold your hand.,recipe/craft_deepwatch_gauntlets.png
craft_choir_crown,recipe,Special,Grey,,Listener's Circlet,"Thin, and open at the ears by design. The Choir does not cover what it uses.",recipe/craft_choir_crown.png
craft_warrens_pitpony,recipe,General,Grey,,Warrens Pit-Pony,"Small, foul-tempered, and unbothered by the dark. Nobody has ever bred one on purpose twice.",recipe/craft_warrens_pitpony.png
craft_gravewarden_dray,recipe,General,Grey,,Gravewarden's Dray,Bred to stand still while unpleasant work happens behind it. The rarest quality a horse can have.,recipe/craft_gravewarden_dray.png
craft_gorruk_oathbound,recipe,General,Grey,,"Gorruk, Oathbound",The Oroc agreed to hold a position. Oathsteel is how the Weir makes an agreement heavier.,recipe/craft_gorruk_oathbound.png
craft_durn_sigilwise,recipe,General,Grey,,"Durn, Sigil-Wise",He was wrong twice and kept both notes. This is what the notes were for.,recipe/craft_durn_sigilwise.png
craft_sovereign_signet,recipe,Special,Grey,,Sovereign's Signet,Opens the Gauntlet's inner registry. What is written there is the pact's other half.,recipe/craft_sovereign_signet.png
craft_censer,recipe,Special,Grey,,The Perpetual Censer,"Lit some time during the Age of Dawn and never once since. Whatever is in it, there is still some left. The Choir has a theory. He has never confirmed or denied it and appears to find the question restful.",recipe/craft_censer.png
craft_stoned_slippers,recipe,Special,Grey,,Slippers of the Unwalked Path,"Immaculate. Not a scuff on them. Making a pair requires leather that has never been walked on, which is harder to source than it sounds and much harder to explain.",recipe/craft_stoned_slippers.png
craft_hell_goat,recipe,Special,Grey,,Extremely Relaxed Hell-Goat,"It will carry you anywhere at exactly one speed. Attempts to hurry it have never once succeeded and, by every account, have never once been forgiven.",recipe/craft_hell_goat.png
raid_ironcolossus,raid,Construct,Purple,,The Iron Colossus,,raid/raid_ironcolossus.png
raid_malachar,raid,"Legion,Demon",Purple,,Lord Malachar,,raid/raid_malachar.png
raid_c1z1b,raid,Construct,Purple,,Guardian of Ashen Causeway,,raid/raid_c1z1b.png
raid_c1z2b,raid,"Undead,Beast",Purple,,The Hollow Marcher,,raid/raid_c1z2b.png
raid_c2z1b,raid,Goblin,Purple,,Warden of Emberfall,,raid/raid_c2z1b.png
raid_c2z2b,raid,"Beast,Goblin",Purple,,Guardian of Cinderwood,,raid/raid_c2z2b.png
raid_c2z3b,raid,"Shadow,Construct",Purple,,The Gloomspire Sentinel,,raid/raid_c2z3b.png
raid_c3z0b,raid,"Legion,Construct",Purple,,Guardian of Keepwall,,raid/raid_c3z0b.png
raid_c3z1b,raid,"Horror,Undead",Purple,,The Drowned Custodian,,raid/raid_c3z1b.png
raid_c3z2b,raid,"Demon,Shadow",Purple,,Herald of the Approach,,raid/raid_c3z2b.png
raid_c3z3b,raid,"Construct,Shadow",Purple,,Spirebreaker,,raid/raid_c3z3b.png
raid_c4z0b,raid,Beast,Purple,,The Rimewood Stalker,,raid/raid_c4z0b.png
raid_c4z1b,raid,"Undead,Horror",Purple,,Guardian of Frostmere,,raid/raid_c4z1b.png
raid_c4z2b,raid,Horror,Purple,,Maw of the Glacier,,raid/raid_c4z2b.png
raid_c4z3b,raid,"Legion,Undead",Purple,,Warden of the Pale Citadel,,raid/raid_c4z3b.png
raid_c5z0b,raid,"Construct,Beast",Purple,,The Dustfall Colossus,,raid/raid_c5z0b.png
raid_c5z1b,raid,Demon,Purple,,Tyrant of Emberpan,,raid/raid_c5z1b.png
raid_c5z2b,raid,"Demon,Shadow",Purple,,Guardian of Magma Rift,,raid/raid_c5z2b.png
raid_c5z3b,raid,Untagged,Purple,,The Ashen Throne,,raid/raid_c5z3b.png
raid_c5z4b,raid,Untagged,Purple,,The Cinder Crown,,raid/raid_c5z4b.png
raid_c6z0b,raid,"Shadow,Construct",Purple,,Guardian of Twilight Gate,,raid/raid_c6z0b.png
raid_c6z1b,raid,"Horror,Shadow",Purple,,Devourer of Star Hollow,,raid/raid_c6z1b.png
raid_c6z2b,raid,Shadow,Purple,,The Void Threshold,,raid/raid_c6z2b.png
raid_c6z3b,raid,"Dragon,Horror",Purple,,Warden of the Eternal Stair,,raid/raid_c6z3b.png
raid_c6z4b,raid,"Dragon,Demon",Purple,,Guardian of the Throne of Ancients,,raid/raid_c6z4b.png
raid_lastwatch_relay,raid,"Construct,Shadow",Purple,,The Relay of Sable Glass,,raid/raid_lastwatch_relay.png
raid_lastwatch_vault,raid,"Undead,Shadow",Purple,,The Quiet Wind Vault,,raid/raid_lastwatch_vault.png
raid_lastwatch_lamp,raid,"Shadow,Horror",Purple,,The Last Lamp of Arveth,,raid/raid_lastwatch_lamp.png
guild_raid_warlord,raid,Untagged,Purple,,Gorehowl the Warlord,,raid/guild_raid_warlord.png
guild_raid_leviathan,raid,Untagged,Purple,,The Sunken Leviathan,,raid/guild_raid_leviathan.png
guild_raid_titan,raid,Untagged,Purple,,"Kronarch, World-Ender",,raid/guild_raid_titan.png
gauntlet_stage_1,raid,Untagged,Purple,,Gauntlet — Whelp Warden,,raid/gauntlet_stage_1.png
gauntlet_stage_2,raid,Untagged,Purple,,Gauntlet — Drake Sentinel,,raid/gauntlet_stage_2.png
gauntlet_stage_3,raid,Untagged,Purple,,Gauntlet — Wyrm Vanguard,,raid/gauntlet_stage_3.png
gauntlet_stage_4,raid,Untagged,Purple,,Gauntlet — Elder Drake,,raid/gauntlet_stage_4.png
gauntlet_stage_5,raid,Untagged,Purple,,Gauntlet — Ancient Wyrm,,raid/gauntlet_stage_5.png
gauntlet_stage_6,raid,Untagged,Purple,,Gauntlet — Dragon Sovereign,,raid/gauntlet_stage_6.png
